1554846128.433562,172.217.6.197,192.168.12.100,443,56852,TCP,1,54,5,2,0x00000800,63,0x00000000,6
1554846128.434078,192.168.12.100,172.217.6.197,56852,443,TCP,2,120,5,2,0x00000800,64,0x00000002,6
1554846130.279441,192.168.12.100,172.217.7.10,49958,443,TCP,1,60,5,2,0x00000800,64,0x00000002,6
1554846132.058173,192.168.12.1,192.168.12.100,53,63172,UDP,1,259,5,1,0x00000800,64,0x00000002,17
1554846132.114953,192.168.12.100,31.13.71.1,58684,443,TCP,13,4080,5,2,0x00000800,64,0x00000002,6
1554846132.128907,31.13.71.1,192.168.12.100,443,58684,TCP,13,5846,5,2,0x00000800,63,0x00000000,6
1554846133.229726,192.168.12.100,192.168.12.1,55408,53,UDP,1,82,5,1,0x00000800,64,0x00000002,17
1554846133.269278,192.168.12.1,192.168.12.100,53,55408,UDP,1,386,5,1,0x00000800,64,0x00000002,17
1554846133.271559,192.168.12.100,52.85.138.192,47585,443,TCP,9,1106,5,2,0x00000800,64,0x00000002,6
1554846133.276531,52.85.138.192,192.168.12.100,443,47585,TCP,9,4725,5,2,0x00000800,63,0x00000000,6
1554846133.604787,192.168.12.100,31.13.71.1,58021,443,TCP,7,1699,5,2,0x00000800,64,0x00000002,6
1554846133.623426,31.13.71.1,192.168.12.100,443,58021,TCP,6,1167,5,2,0x00000800,63,0x00000000,6
1554846134.142767,192.168.12.100,172.217.10.142,45147,443,TCP,5,1838,5,2,0x00000800,64,0x00000002,6
1554846134.143954,172.217.10.142,192.168.12.100,443,45147,TCP,5,1748,5,2,0x00000800,63,0x00000000,6
1554846134.323766,192.168.12.100,192.168.12.1,51737,53,UDP,1,79,5,1,0x00000800,64,0x00000002,17
1554846134.344556,192.168.12.1,192.168.12.100,53,51737,UDP,1,328,5,1,0x00000800,64,0x00000002,17
1554846134.346076,192.168.12.100,52.34.85.137,33019,443,TCP,8,1884,5,2,0x00000800,64,0x00000002,6
1554846134.37816,192.168.12.100,192.168.12.1,34013,53,UDP,1,80,5,1,0x00000800,64,0x00000002,17
1554846134.384153,192.168.12.1,192.168.12.100,53,34013,UDP,1,384,5,1,0x00000800,64,0x00000002,17
1554846134.387002,192.168.12.100,172.217.12.162,34124,443,TCP,10,1179,5,2,0x00000800,64,0x00000002,6
1554846134.400095,172.217.12.162,192.168.12.100,443,34124,TCP,10,5139,5,2,0x00000800,63,0x00000000,6
1554846134.42724,52.34.85.137,192.168.12.100,443,33019,TCP,8,3630,5,2,0x00000800,63,0x00000000,6
1554846134.779489,192.168.12.100,192.168.12.1,49684,53,UDP,1,78,5,1,0x00000800,64,0x00000002,17
1554846134.794785,192.168.12.1,192.168.12.100,53,49684,UDP,1,327,5,1,0x00000800,64,0x00000002,17
1554846134.797122,192.168.12.100,54.187.48.21,51648,443,TCP,12,1756,5,2,0x00000800,64,0x00000002,6
1554846134.880495,54.187.48.21,192.168.12.100,443,51648,TCP,13,4166,5,2,0x00000800,63,0x00000000,6
1554846136.113,172.217.10.132,192.168.12.100,443,51564,TCP,2,164,5,2,0x00000800,63,0x00000000,6
1554846136.113764,192.168.12.100,172.217.10.132,51564,443,TCP,2,120,5,2,0x00000800,64,0x00000002,6
1554846136.15103,192.168.12.100,172.217.12.170,56252,443,TCP,8,6496,5,2,0x00000800,64,0x00000002,6
1554846136.166898,172.217.12.170,192.168.12.100,443,56252,TCP,11,2288,5,2,0x00000800,63,0x00000000,6
1554846136.870915,192.168.12.100,192.168.12.1,35154,53,UDP,1,75,5,1,0x00000800,64,0x00000002,17
1554846136.877057,192.168.12.1,192.168.12.100,53,35154,UDP,1,468,5,1,0x00000800,64,0x00000002,17
1554846136.878782,192.168.12.100,52.210.82.232,41605,443,TCP,9,2519,5,2,0x00000800,64,0x00000002,6
1554846136.958597,52.210.82.232,192.168.12.100,443,41605,TCP,9,4066,5,2,0x00000800,63,0x00000000,6
1554846138.151403,192.168.12.100,172.217.10.42,58525,443,TCP,7,1886,5,2,0x00000800,64,0x00000002,6
1554846138.166227,172.217.10.42,192.168.12.100,443,58525,TCP,6,1186,5,2,0x00000800,63,0x00000000,6
1554846138.185004,192.168.12.100,192.168.12.1,53701,53,UDP,1,84,5,1,0x00000800,64,0x00000002,17
1554846138.188521,192.168.12.1,192.168.12.100,53,53701,UDP,1,413,5,1,0x00000800,64,0x00000002,17
1554846138.195213,192.168.12.100,107.20.228.83,57800,443,TCP,13,2074,5,2,0x00000800,64,0x00000002,6
1554846138.216294,107.20.228.83,192.168.12.100,443,57800,TCP,12,7852,5,2,0x00000800,63,0x00000000,6
1554846138.366812,192.168.12.100,172.217.9.238,45433,443,UDP,10,4321,5,1,0x00000800,64,0x00000002,17
1554846138.376689,192.168.12.100,172.217.9.238,41970,443,TCP,8,773,5,2,0x00000800,64,0x00000002,6
1554846138.382096,192.168.12.100,172.217.9.238,41972,443,TCP,8,773,5,2,0x00000800,64,0x00000002,6
1554846138.390805,172.217.9.238,192.168.12.100,443,41970,TCP,6,4321,5,2,0x00000800,63,0x00000000,6
1554846138.393474,172.217.9.238,192.168.12.100,443,45433,UDP,12,6389,5,1,0x00000800,63,0x00000000,17
1554846138.395619,172.217.9.238,192.168.12.100,443,41972,TCP,6,4320,5,2,0x00000800,63,0x00000000,6
1554846138.724599,192.168.12.100,192.168.12.1,43713,53,UDP,1,86,5,1,0x00000800,64,0x00000002,17
1554846138.73032,192.168.12.1,192.168.12.100,53,43713,UDP,1,544,5,1,0x00000800,64,0x00000002,17
1554846138.738641,192.168.12.100,172.217.10.10,54484,443,TCP,9,1739,5,2,0x00000800,64,0x00000002,6
1554846138.750957,172.217.10.10,192.168.12.100,443,54484,TCP,11,5980,5,2,0x00000800,63,0x00000000,6
1554846144.357289,192.168.12.1,192.168.12.100,53,44785,UDP,1,537,5,1,0x00000800,64,0x00000002,17
1554846144.390912,192.168.12.100,172.217.10.106,37273,443,TCP,10,5704,5,2,0x00000800,64,0x00000002,6
1554846144.407417,172.217.10.106,192.168.12.100,443,37273,TCP,12,5004,5,2,0x00000800,63,0x00000000,6
1554846145.922627,192.168.12.100,172.217.12.170,35281,443,TCP,3,205,5,2,0x00000800,64,0x00000002,6
1554846145.92339,172.217.12.170,192.168.12.100,443,35281,TCP,3,162,5,2,0x00000800,63,0x00000000,6
1554846148.04984,172.217.10.106,192.168.12.100,443,37273,TCP,5,755,5,2,0x00000800,63,0x00000000,6
1554846148.117464,192.168.12.100,172.217.10.106,37273,443,TCP,1,60,5,2,0x00000800,64,0x00000002,6
1554846150.377783,172.217.10.106,192.168.12.100,443,37512,TCP,9,1273,5,2,0x00000800,63,0x00000000,6
1554846150.424874,192.168.12.100,172.217.10.106,37512,443,TCP,6,3614,5,2,0x00000800,64,0x00000002,6
1554846150.464468,192.168.12.100,192.168.12.1,62048,53,UDP,1,79,5,1,0x00000800,64,0x00000002,17
1554846150.469953,192.168.12.1,192.168.12.100,53,62048,UDP,1,350,5,1,0x00000800,64,0x00000002,17
1554846150.494758,192.168.12.100,172.217.10.110,58319,443,TCP,16,4151,5,2,0x00000800,64,0x00000002,6
1554846150.509404,172.217.10.110,192.168.12.100,443,58319,TCP,15,5734,5,2,0x00000800,63,0x00000000,6
1554846150.641671,192.168.12.100,172.217.10.142,45147,443,TCP,3,205,5,2,0x00000800,64,0x00000002,6
1554846150.643158,172.217.10.142,192.168.12.100,443,45147,TCP,3,162,5,2,0x00000800,63,0x00000000,6
1554846151.657567,192.168.12.100,172.217.10.142,51021,443,TCP,3,205,5,2,0x00000800,64,0x00000002,6
1554846151.659547,172.217.10.142,192.168.12.100,443,51021,TCP,3,162,5,2,0x00000800,63,0x00000000,6
1554846153.744527,192.168.12.100,172.217.9.238,45433,443,UDP,1,65,5,1,0x00000800,64,0x00000002,17
1554846153.783958,172.217.9.238,192.168.12.100,443,45433,UDP,1,62,5,1,0x00000800,63,0x00000000,17
1554846157.146193,172.217.10.142,192.168.12.100,443,46918,TCP,9,4801,5,2,0x00000800,63,0x00000000,6
1554846157.159647,192.168.12.100,172.217.10.142,46918,443,TCP,8,1562,5,2,0x00000800,64,0x00000002,6
1554846157.735551,192.168.12.100,172.217.12.170,56252,443,TCP,3,205,5,2,0x00000800,64,0x00000002,6
1554846157.73711,172.217.12.170,192.168.12.100,443,56252,TCP,3,162,5,2,0x00000800,63,0x00000000,6
1554846158.907144,172.217.12.170,192.168.12.100,443,47024,UDP,13,12494,5,1,0x00000800,63,0x00000000,17
1554846158.953084,192.168.12.100,172.217.12.170,47024,443,UDP,10,2858,5,1,0x00000800,64,0x00000002,17
1554846159.460776,172.217.11.14,192.168.12.100,443,59977,TCP,1,54,5,2,0x00000800,63,0x00000000,6
1554846159.461104,192.168.12.100,172.217.11.14,59977,443,TCP,1,60,5,2,0x00000800,64,0x00000002,6
1554846159.532514,192.168.12.100,192.168.12.1,56942,53,UDP,1,76,5,1,0x00000800,64,0x00000002,17
1554846159.62783,192.168.12.1,192.168.12.100,53,56942,UDP,1,380,5,1,0x00000800,64,0x00000002,17
1554846159.639978,192.168.12.100,52.85.138.173,51522,443,TCP,9,1086,5,2,0x00000800,64,0x00000002,6
1554846159.645479,52.85.138.173,192.168.12.100,443,51522,TCP,10,6088,5,2,0x00000800,63,0x00000000,6
1554846159.752812,192.168.12.100,31.13.71.1,58021,443,TCP,4,265,5,2,0x00000800,64,0x00000002,6
1554846159.753647,31.13.71.1,192.168.12.100,443,58021,TCP,4,247,5,2,0x00000800,63,0x00000000,6
1554846160.712734,192.168.12.100,192.168.12.1,47080,53,UDP,1,74,5,1,0x00000800,64,0x00000002,17
1554846160.756677,192.168.12.1,192.168.12.100,53,47080,UDP,1,413,5,1,0x00000800,64,0x00000002,17
1554846160.757871,192.168.12.100,34.204.119.228,57671,443,TCP,2,148,5,2,0x00000800,64,0x00000002,6
1554846160.816953,192.168.12.100,192.168.12.1,41076,53,UDP,1,82,5,1,0x00000800,64,0x00000002,17
1554846160.820884,192.168.12.1,192.168.12.100,53,41076,UDP,1,411,5,1,0x00000800,64,0x00000002,17
1554846160.894796,192.168.12.100,34.233.50.53,47480,443,TCP,9,1444,5,2,0x00000800,64,0x00000002,6
1554846160.913455,34.233.50.53,192.168.12.100,443,47480,TCP,10,15751,5,2,0x00000800,63,0x00000000,6
1554846161.13554,192.168.12.100,31.13.71.1,58684,443,TCP,4,265,5,2,0x00000800,64,0x00000002,6
1554846161.136932,31.13.71.1,192.168.12.100,443,58684,TCP,4,247,5,2,0x00000800,63,0x00000000,6
1554846167.203374,192.168.12.1,192.168.12.100,53,44639,UDP,1,529,5,1,0x00000800,64,0x00000002,17
1554846167.205953,192.168.12.100,18.32.193.8,39149,443,TCP,13,1344,5,2,0x00000800,64,0x00000002,6
1554846167.213469,18.32.193.8,192.168.12.100,443,39149,TCP,12,10550,5,2,0x00000800,63,0x00000000,6
1554846167.658834,192.168.12.100,172.217.12.162,34124,443,TCP,3,205,5,2,0x00000800,64,0x00000002,6
1554846167.660542,172.217.12.162,192.168.12.100,443,34124,TCP,3,162,5,2,0x00000800,63,0x00000000,6
1554846167.849479,192.168.12.100,34.204.119.228,57671,443,TCP,1,74,5,2,0x00000800,64,0x00000002,6
1554846168.681697,192.168.12.100,172.217.9.238,45433,443,UDP,1,215,5,1,0x00000800,64,0x00000002,17
1554846168.723494,172.217.9.238,192.168.12.100,443,45433,UDP,1,62,5,1,0x00000800,63,0x00000000,17
1554846170.393545,172.217.9.238,192.168.12.100,443,45433,UDP,8,906,5,1,0x00000800,63,0x00000000,17
1554846170.416172,192.168.12.100,172.217.9.238,45433,443,UDP,5,650,5,1,0x00000800,64,0x00000002,17
