1554667122.415588,34.234.151.4,192.168.12.100,443,44578,TCP,8,5421,Youtube,2,0x00000800,63,0x00000000,6,198,0.05458807945251465
1554667122.415823,192.168.12.100,34.234.151.4,44578,443,TCP,8,2917,Youtube,2,0x00000800,64,0x00000002,6,445,0.11353302001953125
1554667124.773264,192.168.12.100,172.217.7.198,44333,443,UDP,2,281,Youtube,1,0x00000800,64,0x00000002,17,140,0.06791210174560547
1554667124.810876,172.217.15.66,192.168.12.100,443,53553,UDP,2,269,Youtube,1,0x00000800,63,0x00000000,17,134,0.0003681182861328125
1554667124.812767,192.168.12.100,172.217.15.66,53553,443,UDP,1,70,Youtube,1,0x00000800,64,0x00000002,17,70,0.0
1554667124.813724,172.217.7.198,192.168.12.100,443,44333,UDP,1,240,Youtube,1,0x00000800,63,0x00000000,17,240,0.0
1554667124.88685,192.168.12.100,224.0.0.251,5353,5353,UDP,4,412,Youtube,1,0x00000800,255,0x00000002,17,103,1.9979228973388672
1554667124.927529,192.168.12.100,172.217.8.14,56326,443,UDP,6,2891,Youtube,1,0x00000800,64,0x00000002,17,173,0.1477220058441162
1554667124.97233,172.217.8.14,192.168.12.100,443,56326,UDP,8,697,Youtube,1,0x00000800,63,0x00000000,17,80,0.10082101821899414
1554667126.128107,192.168.12.100,173.194.184.74,42647,443,UDP,5,800,Youtube,1,0x00000800,64,0x00000002,17,107,0.08635997772216797
1554667126.129717,192.168.12.100,74.125.155.218,49955,443,UDP,4,576,Youtube,1,0x00000800,64,0x00000002,17,107,0.06842589378356934
1554667126.148935,173.194.184.74,192.168.12.100,443,42647,UDP,6,430,Youtube,1,0x00000800,63,0x00000000,17,76,0.03794693946838379
1554667126.158443,74.125.155.218,192.168.12.100,443,49955,UDP,3,212,Youtube,1,0x00000800,63,0x00000000,17,72,0.011382102966308594
1554667111.384556,192.168.12.100,34.232.156.45,35702,443,TCP,1,60,Youtube,2,0x00000800,64,0x00000002,6,60,0.0
1554667111.859059,100.24.184.141,192.168.12.100,443,47788,TCP,1,54,Youtube,2,0x00000800,63,0x00000000,6,54,0.0
1554667111.899105,192.168.12.100,100.24.184.141,47788,443,TCP,1,60,Youtube,2,0x00000800,64,0x00000002,6,60,0.0
1554667112.138875,54.214.19.40,192.168.12.100,443,41524,TCP,1,54,Youtube,2,0x00000800,63,0x00000000,6,54,0.0
1554667112.164145,192.168.12.100,54.214.19.40,41524,443,TCP,1,60,Youtube,2,0x00000800,64,0x00000002,6,60,0.0
1554667112.246198,34.230.152.154,192.168.12.100,443,57318,TCP,1,54,Youtube,2,0x00000800,63,0x00000000,6,54,0.0
1554667112.287081,192.168.12.100,34.230.152.154,57318,443,TCP,1,60,Youtube,2,0x00000800,64,0x00000002,6,60,0.0
1554667112.55926,52.214.62.191,192.168.12.100,443,42819,TCP,1,54,Youtube,2,0x00000800,63,0x00000000,6,54,0.0
1554667112.559528,52.214.62.191,192.168.12.100,443,43195,TCP,1,54,Youtube,2,0x00000800,63,0x00000000,6,54,0.0
1554667112.599366,192.168.12.100,52.214.62.191,43195,443,TCP,1,60,Youtube,2,0x00000800,64,0x00000002,6,60,0.0
1554667112.600334,192.168.12.100,52.214.62.191,42819,443,TCP,1,60,Youtube,2,0x00000800,64,0x00000002,6,60,0.0
1554667097.472759,192.168.12.100,107.21.43.184,50708,443,TCP,1,60,Youtube,2,0x00000800,64,0x00000002,6,60,0.0
1554667099.627711,192.168.12.100,172.217.7.202,38441,443,UDP,9,3347,Youtube,1,0x00000800,64,0x00000002,17,434,0.9375858306884766
